id,date,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual
711,2012-12-12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310
712,2012-12-13,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425
713,2012-12-14,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429
714,2012-12-15,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767
715,2012-12-16,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538
716,2012-12-17,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212
717,2012-12-18,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433
718,2012-12-19,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333
719,2012-12-20,0,4,1,2,0.33,0.335217,0.667917,0.132463,314
720,2012-12-21,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221
721,2012-12-22,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205
722,2012-12-23,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408
723,2012-12-24,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174
724,2012-12-25,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440
725,2012-12-26,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9
726,2012-12-27,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247
727,2012-12-28,0,5,1,2,0.253333,0.255046,0.59,0.155471,644
728,2012-12-29,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159
729,2012-12-30,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364
730,2012-12-31,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439
